BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
2,3,13204,2667,Rajarhat,,North,20,17,,0,1,1868,2667,2473,2667,,2667
1,,5439-5486,3300,Rajarhat,Unfurnished,South,6,13,"Lift,Security,Park",0,6,2043,3300,2789,3300,sq yard,3300
,3,14357,2960,Howrah,Semi-Furnished,,2,12,,0,10,1798,2960,2660,2960,sqm,2960
1,4,9505,1384,Ballygunge,Unfurnished,,12,14,,2,3,988,1384,1154,1384,sqft,1384
3,1,8803,2878,,Semi-Furnished,East,16,,"Power Backup,Water Supply",1,10,2227,2878,2628,2878,sqm,2878
4,1,6284,2747,Dum Dum,Furnished,South-West,14,13,,0,14,1904,2747,2598,2747,sqm,2747
4,3,4815,2138-2148,,Semi-Furnished,West,11,11,,3,14,1631,2138,1949,2138,sq yard,2138
,,10419,3708,Rajarhat,,,24,4,,0,2,2256,3708,3472,3708,sqft,3708
3,4,10859,1515,Rajarhat,,North,19,4,"Club House,Intercom",1,,1205,1515,1429,1515,sqft,1515
,1,8291,3056,Jadavpur,,East,23,,"Swimming Pool,Gym",3,14,1999,3056,2875,3056,,3056
2,,6906,670,Lake Town,,,1,4,Reserved Parking,0,4,497,670-708,635,670,,670
5,2,5422,3735,,Furnished,South-West,24,,,1,5,2501,3735,3237,3735-3777,,3735
5,,3442-3459,3125,Behala,Semi-Furnished,North,19,9,Rain Water Harvesting,0,14,2004,3125,2505,3125-3160,sqft,3125
,4,7075,2987,Alipore,Unfurnished,South-West,24,5,"Club House,Intercom",3,16,1943,2987,2528-2576,2987,,2987
,2,3101,2209,Rajarhat,,,2,12,"Swimming Pool,Gym",2,1,1558,2209,1896,2209,,2209
4,2,13077,1710-1746,Behala,,East,,,"Power Backup,Water Supply",,20,1269,1710,1578,1710,,1710
1,4,4988,1090,Park Street,,West,8,8,,1,6,799,1090,1006,1090,,1090-1123
3,4,10495,1126,New Town,,South,7,,Rain Water Harvesting,2,4,718,1126,981,1126,sq yard,1126
4,4,12150,2663,Tollygunge,Semi-Furnished,North-East,29,16,"Club House,Intercom",3,7,1937,2663,2183,2663,sqft,2663
4,,3267,3789,Rajarhat,,West,,18,"Swimming Pool,Gym",3,12,3007,3789,3204,3789,sqm,3789
3,3,12704,1981,Dum Dum,Furnished,South,4,8,"Swimming Pool,Gym",0,6,1246,1981,1642,1981,,1981
5,4,3115,1622,,Semi-Furnished,North-East,7,,Reserved Parking,3,10,1191-1236,1622,1302,1622,sqm,1622
1,,4560,645,Alipore,Furnished,,6,5,,,,418,645,609,645-689,sqft,645-664
4,,4105,2026,Lake Town,Semi-Furnished,,1,13,,2,18,1390,2026,1729,2026,,2026
3,3,10917,1252,Jadavpur,,,2,5,Reserved Parking,,12,836,1252-1289,1048,1252,sqm,1252
2,1,10151,2505,,Unfurnished,North,2,,"Club House,Intercom",1,,1555-1571,2505,2349,2505,sqft,2505
2,3,12494,2107,,,West,17,,"Lift,Security,Park",1,,1277-1306,2107,1825,2107,,2107
1,2,8256,3151,Garia,,East,,12,,,11,2382,3151,2962,3151,sqm,3151
,3,8524,1018,Garia,Unfurnished,North,,10,Reserved Parking,2,15,650,1018,948,1018,sqm,1018
1,4,12035,2317,Ballygunge,Semi-Furnished,West,12,14,"Club House,Intercom",1,,1618,2317,1913,2317,sqm,2317
3,3,6384,1826-1851,Garia,Furnished,,26,,"Lift,Security,Park",1,,1137,1826,1730,1826-1842,,1826
2,3,12087,2962,,Semi-Furnished,East,4,17,,2,,2152,2962,2774,2962,,2962
2,,11042,1700,,Unfurnished,,27,11,"Club House,Intercom",0,9,1184,1700,1535,1700,,1700
5,3,13551,2952,Lake Town,Furnished,,18,18,Reserved Parking,1,14,2071,2952,2416,2952,sqft,2952
,,12192,1305,Park Street,,North-East,,,Rain Water Harvesting,,,901,1305,1074-1118,1305,,1305
1,3,10048,566,Park Street,,South,16,11,"Swimming Pool,Gym",,6,450,566,507,566,sqft,566
1,3,8098,2283,Alipore,,East,8,3,,,19,1386,2283,2119,2283,,2283
,4,12727,1532,,,North,14,8,"Lift,Security,Park",3,20,931,1532,1257,1532,sq yard,1532
2,,6519,764,New Town,,,17,8,,2,15,523,764,629-673,764,,764
4,2,8535,3073,,Furnished,North-East,,14,,0,,2016,3073,2542,3073,,3073-3089
1,4,14214,1894,Howrah,,,17,14,,2,1,1350,1894,1653-1678,1894,sqft,1894
3,,13532,1924,Behala,Unfurnished,North,9,5,,1,0,1313,1924,1754,1924,,1924
3,2,11729,589,,Furnished,North,4,4,"Lift,Security,Park",2,14,454,589,494,589,sqft,589
2,4,12258,3656,Lake Town,Unfurnished,North-East,,,,0,3,2293,3656,3225,3656-3690,,3656
2,3,10960,1291-1326,Alipore,,North-East,7,1,Rain Water Harvesting,3,9,974,1291,1090,1291,,1291
5,2,13123,3475-3516,Lake Town,,North-East,21,,,,4,2096,3475-3511,2797,3475,sqm,3475
1,,2849-2878,2267,Kasba,,South-West,,18,"Lift,Security,Park",,12,1792,2267,1915,2267,,2267
1,2,3959,2470,Park Street,Furnished,North-East,,16,"Club House,Intercom",3,11,1658,2470-2503,2313,2470,,2470
5,3,9658,851,Ballygunge,,,22,10,Reserved Parking,2,3,590,851,797,851,sqm,851
1,4,12289-12329,3853,Kasba,Semi-Furnished,,,17,"Club House,Intercom",2,,3069,3853,3261,3853,,3853
5,4,8724,3136,Alipore,,South,28,12,,1,8,1952,3136,2755,3136,,3136
2,2,11031,1516-1543,,Furnished,West,8,6,Reserved Parking,1,11,1010,1516,1342,1516,sq yard,1516-1559
,,8325,3113,Alipore,Semi-Furnished,East,,,"Swimming Pool,Gym",0,,1985,3113,2679,3113,sq yard,3113
5,1,5557,477,Jadavpur,,,,1,,0,1,326,477,391,477,sqm,477
1,,2426,1438,Kasba,Semi-Furnished,North-East,,12,"Power Backup,Water Supply",,11,1036,1438-1488,1194,1438,sqm,1438
1,3,4066,3012,Rajarhat,,,,4,,1,8,1878,3012,2567,3012,,3012
3,4,11267,2789,Tollygunge,,South,,20,"Power Backup,Water Supply",2,9,2167,2789,2320,2789,sqm,2789
3,1,13324,2362,Tollygunge,Unfurnished,,,11,,1,18,1759,2362,2014-2059,2362-2400,,2362
,,8736,1575-1588,Lake Town,Furnished,North-East,6,,Reserved Parking,3,4,1081,1575,1461,1575,sqm,1575
3,,14211,754,Rajarhat,Unfurnished,North-East,,2,,,10,540,754,641-688,754-785,,754
4,4,7346-7396,3754,,,South-West,25,5,"Power Backup,Water Supply",3,4,2663,3754,3139,3754,sq yard,3754
,4,3099,2152,Howrah,,North,18,,Rain Water Harvesting,,11,1683,2152,1836,2152,,2152
1,4,14569,3347,Dum Dum,Furnished,North-East,18,12,,0,9,2593,3347,3061,3347,sq yard,3347-3385
2,3,8783,698,Behala,Unfurnished,,7,16,"Power Backup,Water Supply",1,17,464,698-720,586,698,,698
3,,9315,1909,Lake Town,,North,26,9,"Lift,Security,Park",0,15,1342-1361,1909,1587,1909,,1909
,3,10505,2700,Lake Town,Unfurnished,North,23,18,Reserved Parking,3,0,1956,2700-2720,2239,2700,,2700
3,1,10621,1107,Rajarhat,,,0,18,,0,13,749,1107,967,1107,sqft,1107
2,,2506,1318,,Furnished,South-West,,,"Swimming Pool,Gym",,4,937,1318,1087,1318,sqft,1318
2,4,3711,651,Dum Dum,Furnished,,1,3,Reserved Parking,,20,474,651,523,651,,651
3,4,6072,1532,Tollygunge,Semi-Furnished,North-East,,18,Reserved Parking,,6,949,1532,1425,1532,sqm,1532
5,4,12859,1313,Alipore,Furnished,,1,6,"Club House,Intercom",0,12,992,1313,1072,1313,sqft,1313
,2,4699,1415,Alipore,Semi-Furnished,,18,,"Swimming Pool,Gym",0,3,1025,1415,1153,1415,,1415
,,7289,3401,,Furnished,,10,2,Reserved Parking,0,6,2058,3401-3421,3162,3401-3418,,3401
4,,8015,3815,,Unfurnished,,29,18,,3,13,2447,3815,3455,3815,,3815
5,,9725,1031,Dum Dum,Furnished,,,8,"Lift,Security,Park",2,1,775,1031,879,1031,sqft,1031
1,1,4281,1618,Jadavpur,,,26,20,"Club House,Intercom",2,0,1237-1280,1618-1662,1492,1618,,1618
3,1,12383,1006,,,,14,15,"Swimming Pool,Gym",0,18,690,1006-1021,890,1006,,1006
3,4,4864,3566,Lake Town,Unfurnished,South,20,18,"Club House,Intercom",3,,2388,3566,3155,3566-3596,,3566
4,,5503-5513,3384,New Town,,North-East,3,,,1,6,2100,3384,2847,3384,,3384
2,4,7736,3680,,,North,5,11,"Swimming Pool,Gym",2,,2576,3680,3214,3680,,3680
2,4,14415,3960,New Town,Furnished,,15,9,Reserved Parking,0,18,2893,3960,3577,3960,,3960
1,3,2299,1178,Lake Town,,North-East,0,8,,2,14,788,1178,1116,1178,sqft,1178
3,2,12052,1998,Jadavpur,Furnished,North,26,9,"Swimming Pool,Gym",2,4,1588,1998,1830,1998,sqm,1998
1,3,9622,2414,Park Street,Furnished,South,,,,2,6,1691,2414,2004,2414,,2414
2,1,9937,1785,Behala,Semi-Furnished,South-West,,6,,2,0,1222,1785,1440,1785,sq yard,1785
2,1,10675,3646,Howrah,Furnished,South,29,12,"Lift,Security,Park",2,,2195-2244,3646-3682,3108,3646,sqm,3646
1,,7761,1802,Kasba,Semi-Furnished,East,,4,,0,14,1299,1802,1503,1802,,1802
1,4,12649,3804-3823,Ballygunge,Unfurnished,South,15,20,"Club House,Intercom",1,9,2511,3804,3217,3804,,3804
1,1,7058,837,Rajarhat,,,28,,,0,10,563,837,677-704,837,sqft,837
3,4,10570,2666,Dum Dum,Furnished,South-West,,12,Rain Water Harvesting,,14,1858,2666,2435,2666,,2666-2696
2,2,10863,2764,Lake Town,,West,3,1,"Power Backup,Water Supply",3,18,2065,2764,2439,2764-2788,,2764
2,,12493,1435,,,West,0,11,,,9,1117,1435,1221,1435,,1435
1,3,10372,3161,,,South-West,,11,,,11,2507,3161,2758,3161,sqm,3161
,2,4732,1504,,,,,14,,3,9,1146,1504,1260-1296,1504,,1504
5,1,8118,2072,Tollygunge,,West,5,1,,,12,1575,2072,1764-1810,2072,sqm,2072
4,,8274,1830,Behala,,,16,6,"Swimming Pool,Gym",1,4,1219-1234,1830,1587,1830,,1830
2,1,2361,2895-2931,Lake Town,Furnished,West,15,17,,1,9,1900,2895,2706,2895,,2895
2,4,3624,2568,Salt Lake,,North-East,18,,,2,2,1807,2568,2136,2568,,2568
3,,3617,2191,,,South-West,16,2,,2,20,1423,2191,2029,2191,sq yard,2191
2,1,13286,1777,Dum Dum,Semi-Furnished,South-West,26,10,"Club House,Intercom",0,9,1100,1777,1677,1777,sqm,1777
4,4,3306,3281,Dum Dum,,North-East,28,8,"Power Backup,Water Supply",,19,2602,3281,3012,3281-3315,sqm,3281
3,3,14078,1470,,,,24,18,Reserved Parking,1,12,1078,1470,1183,1470,sq yard,1470
5,1,11234,2638,Dum Dum,Semi-Furnished,North,,,Rain Water Harvesting,,,1908,2638,2426,2638,,2638
5,3,6892-6904,732,Dum Dum,Unfurnished,South-West,,4,Reserved Parking,,6,516,732,681-725,732,,732
1,2,12750-12769,1859,,Furnished,South,,6,,0,18,1125,1859,1764,1859,sqft,1859
,4,8896,1709,Garia,Semi-Furnished,North,,15,,2,7,1362,1709,1491,1709,,1709
,1,7141,1651,,Furnished,East,13,11,,1,4,1221,1651,1434,1651,sq yard,1651
4,,11360,505,,Unfurnished,,5,18,Reserved Parking,0,10,353,505,414,505,sqm,505
2,1,11645,882,,Furnished,South-West,22,11,"Lift,Security,Park",0,10,694,882,759,882,,882-926
,1,7748,1186,Jadavpur,,,0,10,"Swimming Pool,Gym",3,,746,1186,985,1186,,1186
2,1,7358,3562,Tollygunge,Semi-Furnished,East,8,10,,2,10,2682,3562,3185-3200,3562,,3562
4,1,12844,888,Lake Town,,South-West,2,9,"Club House,Intercom",3,7,688,888,791,888,sqm,888
3,1,10527,1502,Behala,Semi-Furnished,North-East,12,,"Swimming Pool,Gym",3,2,1027,1502-1533,1352,1502-1549,,1502
3,3,4497,3986-4008,,,,26,13,Reserved Parking,,,3141,3986,3732,3986,sqm,3986
2,4,6368-6400,1007,Jadavpur,,,12,,,2,5,703,1007,946,1007,sqft,1007
5,1,11311-11336,617,New Town,Unfurnished,,,5,,,2,397,617-650,523,617,,617
,4,11162,2404,Kasba,Semi-Furnished,North-East,23,16,,1,,1468,2404,1973,2404,sq yard,2404
3,4,12814,2641,,Furnished,,22,19,"Club House,Intercom",1,3,1888,2641,2292,2641,sq yard,2641
2,2,7665,1556,Tollygunge,Semi-Furnished,North,11,2,,3,20,1229,1556-1595,1313,1556,sq yard,1556
4,4,4645,2939-2957,Kasba,Furnished,East,18,3,,2,4,2063,2939,2361-2392,2939,sqft,2939
2,,2288,3905-3938,Jadavpur,Semi-Furnished,,27,,Reserved Parking,1,8,2675,3905,3350,3905,,3905
,3,14509,575,Dum Dum,,,25,20,"Power Backup,Water Supply",,4,391,575-603,523,575,,575
3,2,3671,609,Rajarhat,,,16,18,Reserved Parking,1,4,450,609,565,609,,609
,1,12085,2847-2881,Behala,Furnished,,19,11,,0,19,2236,2847,2359,2847-2874,sqft,2847
4,,10252,2833,Park Street,,West,,1,"Power Backup,Water Supply",1,,2137,2833,2683,2833,sq yard,2833
1,3,7780,3435-3456,,,North-East,13,14,,,15,2326,3435,3174,3435,sq yard,3435
3,4,10955,1620,,,South-West,2,,,,19,1157,1620,1305,1620,sqm,1620
5,1,14569-14585,614,,,,,13,"Club House,Intercom",3,19,453,614,555,614,sqft,614
2,1,7893,3211,Park Street,,South-West,28,6,"Lift,Security,Park",0,6,1987,3211,3045,3211,sq yard,3211
5,3,7320,3783,Ballygunge,Furnished,,20,8,Rain Water Harvesting,0,7,2324,3783,3449,3783,,3783
,1,10877,2121,Howrah,,North-East,12,20,"Lift,Security,Park",0,,1382,2121,1824,2121,sqm,2121
2,4,6394-6412,3642,Ballygunge,,,28,7,"Swimming Pool,Gym",,13,2746,3642,3262-3304,3642,,3642-3661
2,3,4434,3952-3977,,Semi-Furnished,,0,8,"Swimming Pool,Gym",2,,3154,3952,3513-3526,3952,sqm,3952
1,3,10690,3991,,,,25,5,Rain Water Harvesting,3,,3143,3991,3654,3991-4032,,3991
3,4,12198,645,Lake Town,Furnished,North,,3,,0,17,412,645,549,645,,645
5,1,8167,2184,Kasba,Unfurnished,South-West,19,6,,,3,1440,2184,1796,2184,,2184
2,,11189,2529,Tollygunge,Furnished,South,3,,Reserved Parking,0,,1689,2529,2025,2529,sqm,2529
5,,8115,1887,Salt Lake,Furnished,North,10,3,"Power Backup,Water Supply",,,1286,1887,1566,1887,sq yard,1887
,4,10632,1662,,,,0,20,Rain Water Harvesting,3,17,1075,1662,1432,1662-1688,,1662-1674
,1,9076,406,Park Street,,West,14,16,,0,9,283,406,365,406,,406
,1,12077,3358,Dum Dum,,South,3,15,,0,13,2637,3358,2840,3358-3408,,3358
,1,8128,1477,,,,29,,Reserved Parking,3,,924-965,1477,1347,1477,,1477
1,3,7219,1435,,Semi-Furnished,South,11,18,"Lift,Security,Park",0,,1093,1435,1358,1435,,1435
4,1,2711,818,Salt Lake,,,15,13,,0,2,595-627,818,671,818,sq yard,818
4,1,14433-14457,571,Ballygunge,Furnished,,,17,,2,20,375,571,536,571,sqft,571
,4,11124,2012,Ballygunge,,South,,14,Reserved Parking,2,11,1227,2012,1839-1866,2012,,2012
5,2,14088,2737,,,North-East,16,16,"Power Backup,Water Supply",,11,1862,2737,2386,2737,sq yard,2737
3,1,9398,1450,Behala,Semi-Furnished,,28,14,"Lift,Security,Park",,8,935,1450,1272,1450,sqft,1450
3,4,7126,3104,Lake Town,,,24,16,"Power Backup,Water Supply",1,8,1992,3104,2672,3104,sq yard,3104
2,,2784,2331,Garia,,,23,8,,3,3,1610,2331,1969,2331,,2331
,3,11438,3208,Lake Town,,,21,17,Reserved Parking,3,11,2495,3208,2904,3208,,3208
,1,2435,3985,Howrah,,,6,17,,2,,2772-2785,3985,3383,3985-4006,,3985
5,4,9552,2378,Tollygunge,,South-West,,18,,1,,1491,2378,2054,2378,,2378
2,1,11584,2141,,Semi-Furnished,South,23,18,"Swimming Pool,Gym",1,,1541,2141,1777,2141,,2141
1,1,10655,3867,Behala,Furnished,South-West,19,,,0,10,2421,3867-3888,3211,3867,,3867-3908
,4,9672,2372,,Furnished,South,14,,,,,1683,2372,2142,2372,sqft,2372-2402
4,4,7157,2215-2250,Salt Lake,,,11,7,"Power Backup,Water Supply",3,13,1625,2215,1806,2215,,2215
,,14101,3407,Alipore,,North,,9,,2,18,2601,3407,3085,3407,,3407
4,,10492-10503,2805,Alipore,Furnished,,29,16,"Lift,Security,Park",,5,1829,2805,2556,2805,,2805
3,3,2633,681,Lake Town,,North-East,21,7,,2,,542,681,585,681,sqft,681
,2,13785,2707,Behala,,North-East,18,4,Rain Water Harvesting,1,1,1986,2707,2181,2707,,2707-2753
2,,14029,466,Garia,Furnished,North-East,18,2,,1,12,300-349,466,397,466-511,sqm,466
4,2,2970,2959,Howrah,,,16,1,,,3,2345,2959,2659,2959,,2959
3,2,6717,1645,Alipore,,North,,7,,0,6,1038,1645,1376,1645-1693,sqft,1645
1,3,7975,3443,New Town,Unfurnished,East,,5,,3,3,2526,3443,2758,3443,,3443
4,2,10043,3463,,,North-East,17,,"Power Backup,Water Supply",3,14,2390,3463,3228,3463,,3463
2,3,11161,2186,New Town,Semi-Furnished,,7,,"Club House,Intercom",3,,1564,2186,1892,2186,,2186
3,3,6003,1314,Kasba,Semi-Furnished,North-East,29,6,"Club House,Intercom",3,5,972,1314,1060-1105,1314-1333,,1314
1,1,6226,3437,Rajarhat,Furnished,South-West,2,3,"Club House,Intercom",2,16,2674,3437,2916,3437,,3437
,1,10595,3828,Salt Lake,Furnished,North,22,12,"Power Backup,Water Supply",3,,2592,3828,3297,3828,sqft,3828
,1,3150-3170,463,,,,15,,"Swimming Pool,Gym",,,310,463,413,463,sqm,463
4,4,7742,1934,Lake Town,Furnished,,22,,,3,,1317,1934,1697,1934,sqm,1934
3,,3046-3093,2957,,,,,14,,3,14,2026,2957,2614,2957,,2957
5,3,8881-8920,1835-1862,Garia,,West,17,8,,1,14,1191,1835,1724,1835,,1835
3,3,6179,3089,Tollygunge,Furnished,North-East,20,6,"Lift,Security,Park",3,18,2365-2408,3089,2857,3089-3128,,3089
1,4,7739,699-728,Howrah,,South-West,20,17,,1,11,494,699,662,699,,699
3,,12774,2185,Park Street,Unfurnished,South,3,8,"Lift,Security,Park",0,,1559,2185,2005,2185,sq yard,2185-2196
,4,9869,3685,Jadavpur,Unfurnished,South,20,12,"Club House,Intercom",,,2325,3685,3434,3685,,3685-3707
2,2,8502,1386,Park Street,Semi-Furnished,North-East,30,,,1,13,953,1386-1429,1218,1386,,1386
5,1,7730,1700,Jadavpur,,,25,19,Reserved Parking,3,17,1288,1700,1588,1700-1736,,1700-1720
,1,6285,2430,Park Street,,,21,1,,2,14,1727,2430,2279,2430,sq yard,2430
3,,7887,653,Tollygunge,Semi-Furnished,,14,,,3,14,515-547,653,596,653,sq yard,653
4,3,10266,1112,Salt Lake,,,,9,Rain Water Harvesting,2,,675,1112,905,1112,sqm,1112
3,2,13635,3801,,,North-East,5,17,,,6,3020,3801,3199,3801-3821,,3801
5,3,3840,3016,Howrah,Unfurnished,East,30,12,"Swimming Pool,Gym",,,2159,3016,2655,3016,sqm,3016-3049
5,2,14474,1516,,Unfurnished,North-East,21,1,"Power Backup,Water Supply",3,19,1033,1516,1371,1516,sqm,1516
1,,4774-4798,1976-2012,,Semi-Furnished,North,21,,"Lift,Security,Park",0,12,1467-1488,1976-2011,1777-1788,1976,sqft,1976
4,4,2940,3701,Dum Dum,Semi-Furnished,,16,16,,1,15,2928-2954,3701,3006,3701,sqm,3701
2,,2665-2682,2020,Tollygunge,Semi-Furnished,South,,,,2,9,1415,2020,1882,2020-2060,,2020-2037
,3,9000-9030,3495,Lake Town,,,5,13,Reserved Parking,,0,2303,3495,3306-3347,3495,,3495
3,3,7880,949,Lake Town,,West,13,2,"Swimming Pool,Gym",0,,705-730,949,770,949,,949
2,1,5717,1226,Alipore,,North,16,6,"Lift,Security,Park",,2,752,1226,1059,1226,,1226
4,2,7215,1662,Alipore,Unfurnished,East,18,,,0,18,1156,1662-1677,1341,1662-1675,,1662
3,4,12965-12998,3933,Dum Dum,,South-West,25,17,"Power Backup,Water Supply",3,8,3077,3933,3457,3933-3959,,3933
3,3,14204-14247,1736,Alipore,Unfurnished,East,0,7,Reserved Parking,1,13,1139,1736-1763,1512,1736,,1736
,1,7893,1973,Behala,Unfurnished,East,4,6,Reserved Parking,3,17,1501,1973,1626,1973,sq yard,1973
1,,11529,2620,New Town,,,12,,"Club House,Intercom",,11,1712,2620,2452,2620,sqm,2620
2,3,10750,2777,Park Street,Unfurnished,South-West,0,20,"Power Backup,Water Supply",,10,2050,2777,2530,2777,,2777
5,3,13003,1892,,,North,,8,Rain Water Harvesting,3,5,1256,1892,1715,1892,sqft,1892
1,4,3122,527,Ballygunge,,,,6,,,19,336,527,430,527,,527
1,2,13761,1852,Salt Lake,Furnished,,,3,Reserved Parking,0,3,1133,1852,1684,1852,,1852
2,,14533,2580,,,,0,12,Rain Water Harvesting,0,19,1622,2580,2327,2580,,2580
4,3,6900,1237-1287,New Town,,East,15,3,"Swimming Pool,Gym",,,930,1237,1039-1050,1237,sq yard,1237
5,3,14587,3810,Garia,Semi-Furnished,,0,20,Rain Water Harvesting,1,13,2635,3810-3843,3546,3810-3842,,3810
2,,5054,778,Dum Dum,Semi-Furnished,,1,9,"Swimming Pool,Gym",3,13,557,778,725,778,,778
2,1,8901,801,Behala,Furnished,,20,14,"Lift,Security,Park",0,7,528,801,688,801,,801
5,1,3179,735-768,Dum Dum,,South-West,26,14,"Club House,Intercom",0,,482,735,629,735,sqm,735-771
5,1,8180,1783,Howrah,,South-West,14,20,,2,8,1387,1783,1491,1783,,1783
4,1,8279,3680,Park Street,Semi-Furnished,North-East,,,"Club House,Intercom",,3,2910,3680,3353,3680,,3680
3,,6391,2709,Ballygunge,Furnished,North,10,,,0,,1710,2709-2729,2563,2709,sqft,2709-2740
,4,2728,3158,New Town,,South,22,9,,2,,2068,3158,2741,3158,sqft,3158
1,3,11773,660,Behala,,,0,,"Swimming Pool,Gym",3,17,455-466,660,596,660,sqm,660
4,4,14999,656,Behala,,,13,,Rain Water Harvesting,,1,494,656,543,656,,656-696
4,4,14793,1724,Park Street,Unfurnished,East,3,2,Reserved Parking,1,,1051,1724,1443,1724,sq yard,1724-1774
4,3,8562-8609,607-651,Kasba,Furnished,,10,20,,2,17,405,607,491,607,,607
3,,7244,463,,,,2,12,Reserved Parking,,5,342,463-501,425,463,sq yard,463
3,3,5983,3338-3387,Rajarhat,,North-East,9,18,"Power Backup,Water Supply",,3,2455,3338,2763-2813,3338,sq yard,3338
1,,14539,1349,Kasba,Furnished,North-East,14,12,"Power Backup,Water Supply",,14,983,1349,1157,1349,,1349
3,,14253,1223,Garia,Furnished,,12,,"Club House,Intercom",2,15,769,1223,1127,1223,sqm,1223
4,4,3896,3048,Kasba,,South,5,5,Rain Water Harvesting,3,16,1990,3048,2506,3048,sqft,3048
2,2,8432,2951,Howrah,,West,21,19,"Power Backup,Water Supply",1,10,2326,2951,2627,2951,sqm,2951
4,2,11990,2845,Ballygunge,,North-East,4,,"Swimming Pool,Gym",,0,1864-1900,2845,2370,2845,sqm,2845
5,2,10949,2375,Park Street,,,0,20,"Lift,Security,Park",0,15,1888,2375,2169,2375,sq yard,2375
4,1,13612,2905,Ballygunge,Furnished,,19,12,,3,10,1939,2905,2326,2905,sqft,2905
5,4,11504-11543,3978,Behala,,South-West,,19,,1,17,2465,3978,3320,3978,,3978
3,,3169,3221-3243,Dum Dum,Semi-Furnished,North,15,10,"Lift,Security,Park",2,11,2360,3221,2605,3221,,3221
4,2,11739,410,Behala,,East,20,19,Reserved Parking,0,20,286,410,357,410,sq yard,410-420
4,2,12581,3450,Dum Dum,Semi-Furnished,,29,19,,2,10,2119,3450,3240-3280,3450,sqm,3450
1,,14454,1074,New Town,Semi-Furnished,South-West,30,4,"Power Backup,Water Supply",0,17,670,1074,864,1074,sqm,1074
4,2,4783,2452,,Semi-Furnished,,23,15,Reserved Parking,0,2,1854,2452,1965,2452,sqm,2452
2,3,3330,3127,Salt Lake,Furnished,East,23,,"Club House,Intercom",1,8,2378,3127-3173,2908-2933,3127,,3127
4,3,2000,2678,,Semi-Furnished,North,,,"Swimming Pool,Gym",0,7,1991,2678,2517,2678,sq yard,2678-2707
4,1,2017,3463,Ballygunge,,North-East,5,5,"Lift,Security,Park",,9,2231,3463,3121,3463,,3463
1,1,13664,3192,Lake Town,Furnished,South,,4,Reserved Parking,0,,2090,3192,2625,3192,,3192
4,2,12620-12655,1390,Jadavpur,,South,19,,Rain Water Harvesting,0,18,1046,1390,1157,1390,,1390
3,,8401,3423,Rajarhat,,North,,11,"Power Backup,Water Supply",,0,2226,3423-3442,3208,3423,,3423
,4,5883,779,Rajarhat,,,30,11,"Power Backup,Water Supply",1,19,514,779,721,779,,779-823
,4,14670,3021,Salt Lake,Furnished,South,,16,"Club House,Intercom",2,8,1867,3021,2524,3021,sqm,3021
,,10649,3570,,Unfurnished,East,15,,"Power Backup,Water Supply",3,13,2474,3570-3593,3385,3570,,3570
,4,7181,836,,,,22,9,Rain Water Harvesting,1,7,604,836,786,836,sqft,836
4,2,9271,3639,Jadavpur,,,4,3,,,12,2596,3639,3440,3639,,3639
4,4,9667,3764,Behala,,South,10,9,"Club House,Intercom",0,4,2993,3764,3262,3764,sqm,3764
5,4,9418,3266-3304,Alipore,Semi-Furnished,North,18,7,,3,4,2420,3266,2615,3266-3314,,3266
1,2,13237,1101,Tollygunge,Unfurnished,North-East,9,16,"Lift,Security,Park",1,,758,1101,1010,1101,sq yard,1101
5,,14461,3031,Dum Dum,Semi-Furnished,,12,6,"Lift,Security,Park",,13,2323,3031,2633,3031,,3031
4,1,10632-10661,858,Rajarhat,,,,5,,2,,520,858,724,858-893,,858
2,,12411,3514,Dum Dum,Unfurnished,North-East,26,10,,3,20,2446,3514,3175,3514-3541,sqft,3514
1,,9958,592,Rajarhat,Unfurnished,East,7,5,"Lift,Security,Park",3,0,418-445,592,500-522,592,sq yard,592
,2,2599,3596,Tollygunge,,,18,6,,0,11,2597-2616,3596,3099-3125,3596,,3596
,2,12803,1676-1695,Garia,,North-East,11,16,"Power Backup,Water Supply",1,8,1051,1676,1493-1514,1676,sq yard,1676
2,,10812,1032,,,South-West,,12,,1,12,741,1032,875,1032,sqft,1032
5,2,3494,3342,Lake Town,,North-East,10,8,"Lift,Security,Park",,6,2552,3342,2821,3342,sqft,3342
2,2,12290,2134,Tollygunge,Furnished,,8,10,Rain Water Harvesting,0,15,1554-1601,2134,1735,2134,sqft,2134-2163
3,3,8123,1777,,,,16,11,"Power Backup,Water Supply",2,,1342-1390,1777-1811,1531,1777-1788,sqft,1777
3,3,7779,1678,,,North,13,,Rain Water Harvesting,,16,1152,1678,1517-1556,1678,sqft,1678
4,3,6786,1918,,,,4,18,,1,3,1338,1918,1665,1918,sq yard,1918-1962
4,3,4785,506,,,,18,10,Reserved Parking,3,15,404,506,434,506,,506
2,3,6440,764,Ballygunge,,North-East,8,,,2,7,518-561,764,649-674,764,sqft,764
1,,4765,1581,Alipore,Furnished,,24,20,Reserved Parking,2,,1082-1105,1581,1306,1581-1599,,1581
